protocolo;nomeEmpresa;modalidade;tpNavegacao;situacao;ultimaAlteracaoPor;fase;regular;dtInicio;dtSolicitacao;dtConfirmacao;dtFechamento;J
201502200;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;7/5/2015;13/5/2015;7/5/2015;16/6/2015;52168
201502201;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/5/2015;13/5/2015;7/5/2015;9/6/2015;52169
201502202;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;AUGUSTO BERTON VEDAN;CIRCULARIZAÇÃO;NÃO;19/5/2015 a 23/5/2015;14/5/2015;;;52170
201502203;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/5/2015 a 23/5/2015;14/5/2015;21/5/2015;27/5/2015;52171
201502204;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;11/4/2015;13/5/2015;11/4/2015;11/4/2015;52172
201502205;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/5/2015 a 23/5/2015;14/5/2015;20/5/2015;1/6/2015;52173
201502206;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;ILSE COTING;FECHAMENTO;NÃO;19/5/2015 a 23/5/2015;14/5/2015;23/5/2015;27/5/2015;52174
201502207;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;11/4/2015 a 11/4/2015;13/5/2015;11/4/2015;11/4/2015;52175
201502208;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;14/4/2015 a 14/4/2015;13/5/2015;14/4/2015;14/4/2015;52176
201502209;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;14/4/2015 a 14/4/2015;13/5/2015;14/4/2015;14/4/2015;52177
201502210;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;15/4/2015 a 15/4/2015;13/5/2015;15/4/2015;15/4/2015;52178
201502211;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;15/4/2015 a 15/4/2015;13/5/2015;15/4/2015;15/4/2015;52179
201502212;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;17/4/2015 a 17/4/2015;13/5/2015;17/4/2015;17/4/2015;52180
201502213;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;18/4/2015 a 18/4/2015;13/5/2015;18/4/2015;18/4/2015;52181
201502214;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;18/4/2015 a 18/4/2015;13/5/2015;18/4/2015;18/4/2015;52182
201502215;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;18/4/2015 a 18/4/2015;13/5/2015;18/4/2015;18/4/2015;52183
201502216;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;19/4/2015 a 19/4/2015;13/5/2015;19/4/2015;19/4/2015;52184
201502217;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;20/4/2015 a 20/4/2015;13/5/2015;20/4/2015;20/4/2015;52185
201502218;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;20/4/2015 a 20/4/2015;13/5/2015;20/4/2015;20/4/2015;52186
201502219;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;20/4/2015 a 20/4/2015;13/5/2015;20/4/2015;20/4/2015;52187
201502220;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;21/4/2015 a 21/4/2015;13/5/2015;21/4/2015;21/4/2015;52188
201502221;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;23/4/2015 a 23/4/2015;13/5/2015;23/4/2015;23/4/2015;52189
201502222;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;23/4/2015 a 23/4/2015;13/5/2015;23/4/2015;23/4/2015;52190
201502223;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;24/4/2015 a 24/4/2015;13/5/2015;24/4/2015;24/4/2015;52191
201502224;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;24/4/2015 a 24/4/2015;13/5/2015;24/4/2015;24/4/2015;52192
201502225;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;25/4/2015 a 25/4/2015;13/5/2015;25/4/2015;25/4/2015;52193
201502226;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;25/4/2015 a 25/4/2015;13/5/2015;25/4/2015;25/4/2015;52194
201502227;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;25/4/2015 a 25/4/2015;13/5/2015;25/4/2015;25/4/2015;52195
201502228;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;26/4/2015 a 26/4/2015;13/5/2015;26/4/2015;26/4/2015;52196
201502229;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;28/4/2015 a 28/4/2015;13/5/2015;28/4/2015;28/4/2015;52197
201502230;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;11/4/2015 a 11/4/2015;13/5/2015;11/4/2015;11/4/2015;52198
201502231;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;5/5/2015;13/5/2015;5/5/2015;20/6/2015;52199
201502232;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;4/5/2015;13/5/2015;4/5/2015;25/5/2015;52200
201502233;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;1/5/2015 a 1/5/2015;13/5/2015;1/5/2015;1/5/2015;52201
201502234;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/5/2015 a 11/5/2015;13/5/2015;11/5/2015;11/5/2015;52202
201502235;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/5/2015 a 11/5/2015;13/5/2015;11/5/2015;11/5/2015;52203
201502236;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;11/5/2015 a 11/5/2015;13/5/2015;11/5/2015;11/5/2015;52204
201502237;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;12/5/2015 a 12/5/2015;13/5/2015;12/5/2015;12/5/2015;52205
201502238;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;12/5/2015;13/5/2015;12/5/2015;12/5/2015;52206
201502239;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;9/4/2015 a 9/4/2015;13/5/2015;9/4/2015;9/4/2015;52207
201502240;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;CABOTAGEM + LONGO CURSO;AFRETAMENTO CANCELADO;AUGUSTO BERTON VEDAN;CIRCULARIZAÇÃO;NÃO;9/6/2015 a 13/6/2015;18/5/2015;;;52208
201502241;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;CABOTAGEM + LONGO CURSO;AFRETAMENTO CANCELADO;AUGUSTO BERTON VEDAN;CIRCULARIZAÇÃO;NÃO;27/6/2015 a 1/7/2015;;;;52209
201502242;PETRÓLEO BRASILEIRO S.A - PETROBRAS;VIAGEM;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;JORGE LUIZ DO CARMO;FECHAMENTO;NÃO;9/6/2015 a 13/6/2015;14/5/2015;9/6/2015;1/7/2015;52210
201502243;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;29/4/2015;13/5/2015;29/4/2015;30/6/2015;52211
201502244;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;30/4/2015;13/5/2015;30/4/2015;17/6/2015;52212
201502245;LYRA NAVEGAÇÃO MARÍTIMA LTDA;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO CANCELADO;AUGUSTO BERTON VEDAN;CIRCULARIZAÇÃO;NÃO;22/5/2015 a 26/5/2015;20/5/2015;;;52213
201502246;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;2/5/2015;13/5/2015;2/5/2015;27/6/2015;52214
201502247;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;2/5/2015;13/5/2015;2/5/2015;17/6/2015;52215
201502248;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;5/5/2015;13/5/2015;5/5/2015;20/6/2015;52216
201502249;PETRÓLEO BRASILEIRO S.A - PETROBRAS;TEMPO;APOIO MARÍTIMO;DISPONÍVEL PARA FECHAMENTO;AUGUSTO BERTON VEDAN;CONFIRMAÇÃO;NÃO;12/7/2015 a 12/8/2015;26/5/2015;14/7/2015;;52217
201502250;EMPRESA DE NAVEGAÇÃO ELCANO S.A.;VIAGEM;LONGO CURSO;REGISTRO ENCERRADO;FELIPE PUGIAN JARDIM;REGISTRO;NÃO;9/5/2015;13/5/2015;9/5/2015;4/9/2015;52218
201502251;MERCOSUL LINE NAVEGAÇÃO E LOGÍSTICA LTDA;ESPAÇO;LONGO CURSO;AFRETAMENTO FECHADO E LIBERADO;PAULO RICARDO CRISTIANO DA SILVA;FECHAMENTO;NÃO;20/5/2015 a 24/5/2015;14/5/2015;20/5/2015;25/5/2015;52219
201502252;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;1/5/2015 a 1/5/2015;13/5/2015;1/5/2015;1/5/2015;52220
201502253;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;2/5/2015 a 2/5/2015;13/5/2015;2/5/2015;2/5/2015;52221
201502254;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;2/5/2015 a 2/5/2015;13/5/2015;2/5/2015;2/5/2015;52222
201502255;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;4/5/2015 a 4/5/2015;13/5/2015;4/5/2015;4/5/2015;52223
201502256;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;5/5/2015 a 5/5/2015;13/5/2015;5/5/2015;5/5/2015;52224
201502257;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;7/5/2015 a 7/5/2015;13/5/2015;7/5/2015;7/5/2015;52225
201502258;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;7/5/2015 a 7/5/2015;13/5/2015;7/5/2015;7/5/2015;52226
201502259;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;7/5/2015 a 7/5/2015;13/5/2015;7/5/2015;7/5/2015;52227
201502260;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;8/4/2015 a 8/4/2015;13/5/2015;8/4/2015;8/4/2015;52228
201502261;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;8/5/2015 a 8/5/2015;13/5/2015;8/5/2015;8/5/2015;52229
201502262;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;8/5/2015 a 8/5/2015;13/5/2015;8/5/2015;8/5/2015;52230
201502263;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;9/5/2015 a 9/5/2015;13/5/2015;9/5/2015;9/5/2015;52231
201502264;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;9/5/2015 a 9/5/2015;13/5/2015;9/5/2015;9/5/2015;52232
201502265;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;9/5/2015 a 9/5/2015;13/5/2015;9/5/2015;9/5/2015;52233
201502266;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;9/5/2015 a 9/5/2015;13/5/2015;9/5/2015;9/5/2015;52234
201502267;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;10/5/2015 a 10/5/2015;13/5/2015;10/5/2015;10/5/2015;52235
201502268;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;ARTHUR SOUZA DE ALMEIDA SOUTO;REGISTRO;NÃO;10/5/2015 a 10/5/2015;13/5/2015;10/5/2015;10/5/2015;52236
201502269;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/5/2015;14/5/2015;8/5/2015;8/5/2015;52237
201502270;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/5/2015;14/5/2015;8/5/2015;8/5/2015;52238
201502271;SAVEIROS, CAMUYRANO - SERVIÇOS MARÍTIMOS S/A;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/5/2015;14/5/2015;8/5/2015;8/5/2015;52239
201502272;SOBRARE SERVEMAR LTDA;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;8/5/2015;14/5/2015;8/5/2015;8/5/2015;52240
201502273;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/5/2015;14/5/2015;7/5/2015;30/5/2015;52241
201502274;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;13/4/2015 a 13/4/2015;14/5/2015;13/4/2015;13/4/2015;52242
201502275;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;14/4/2015 a 14/4/2015;14/5/2015;14/4/2015;14/4/2015;52243
201502276;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;15/4/2015 a 15/4/2015;14/5/2015;15/4/2015;15/4/2015;52244
201502277;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;LONGO CURSO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;4/5/2015;14/5/2015;4/5/2015;27/5/2015;52245
201502278;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;15/4/2015 a 15/4/2015;14/5/2015;15/4/2015;15/4/2015;52246
201502279;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;15/4/2015 a 15/4/2015;14/5/2015;15/4/2015;15/4/2015;52247
201502280;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;16/4/2015 a 16/4/2015;14/5/2015;16/4/2015;16/4/2015;52248
201502281;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;17/4/2015 a 17/4/2015;14/5/2015;17/4/2015;17/4/2015;52249
201502282;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;17/4/2015 a 17/4/2015;14/5/2015;17/4/2015;17/4/2015;52250
201502283;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;20/4/2015 a 20/4/2015;14/5/2015;20/4/2015;20/4/2015;52251
201502284;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;20/4/2015 a 20/4/2015;14/5/2015;20/4/2015;20/4/2015;52252
201502285;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;20/4/2015 a 20/4/2015;14/5/2015;20/4/2015;20/4/2015;52253
201502286;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;JEDIEL SOUSA SILVA;REGISTRO;NÃO;21/4/2015 a 21/4/2015;14/5/2015;21/4/2015;21/4/2015;52254
201502287;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;AGUARDANDO ANÁLISE DE REGISTRO;MARCELO DA SILVA TELLES;REGISTRO;NÃO;7/4/2015 a 7/4/2015;14/5/2015;7/4/2015;7/4/2015;52255
201502288;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;7/4/2015;14/5/2015;7/4/2015;7/4/2015;52256
201502289;NORSULCARGO NAVEGAÇÃO S/A;TEMPO (ÚNICA VIAGEM);CABOTAGEM;AFRETAMENTO FECHADO E LIBERADO;MARIA LUIZA VITORIANO;FECHAMENTO;NÃO;21/5/2015 a 27/5/2015;19/5/2015;21/5/2015;2/7/2015;52257
201502290;SULNORTE SERVIÇOS MARÍTIMOS LTDA.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO CANCELADO E LIBERADO;LUIS ROBERTO DA SILVA CARVALHO;REGISTRO;NÃO;8/4/2015;14/5/2015;8/4/2015;8/4/2015;52258
201502291;ALIANÇA NAVEGAÇÃO E LOGÍSTICA LTDA.;ESPAÇO;CABOTAGEM;AFRETAMENTO CANCELADO;LUIZ DE SOUSA CAVALCANTI;CIRCULARIZAÇÃO;NÃO;20/5/2015 a 24/5/2015;15/5/2015;;;52259
201502292;VALE S.A.;TEMPO (EXPEDITO);APOIO PORTUÁRIO;REGISTRO ENCERRADO;AUGUSTO BERTON VEDAN;REGISTRO;NÃO;7/5/2015;14/5/2015;7/5/2015;7/5/2015;52260
